022,237.497,2.0,10.5,0.0,0.0,12.0,642350.0,486465633.0
106,34974.4,14.0,7.5,0.0,0.0,536.0,1760509.0,938724465.0
101,1519.59,4.0,25.0,0.0,0.0,142.0,1809826.0,1370122317.0
39,957.508,6.0,6.33333,0.0,1.0,74.0,916108.0,581060840.0
019,225.274,2.0,9.0,0.0,0.0,10.0,609188.0,472458317.0
172,66066.6,59.0,2.89831,5.0,27.0,1407.0,4217324.0,1445905696.0
121,3013.11,7.0,17.1429,0.0,0.0,25.0,2149502.0,1401540118.0
060,1031.56,10.0,5.9,0.0,0.0,66.0,1285813.0,561583369.0
35,1044.54,5.0,6.8,0.0,0.0,63.0,945976.0,552321930.0
33,768.409,5.0,6.4,0.0,0.0,54.0,814193.0,386875448.0
44,1243.36,7.0,6.14286,0.0,0.0,130.0,1176968.0,545529899.0
51,1143.52,8.0,6.25,1.0,0.0,116.0,1129024.0,621267593.0
38,891.441,6.0,6.16667,1.0,0.0,119.0,1070652.0,536572677.0
129,50453.8,18.0,7.11111,0.0,0.0,37.0,2472985.0,1177984342.0
60,2009.01,10.0,5.9,0.0,0.0,171.0,1380618.0,729656638.0
32,867.348,5.0,6.2,1.0,0.0,90.0,836378.0,520901750.0
045,654.998,5.0,8.8,0.0,0.0,58.0,983791.0,641765032.0
34,801.965,5.0,6.6,0.0,0.0,43.0,857355.0,570232931.0
57,1905.36,9.0,6.22222,0.0,0.0,97.0,1202256.0,622666508.0
186,61174.5,15.0,12.3333,0.0,0.0,757.0,2919332.0,1459270925.0
050,798.663,9.0,5.44444,0.0,0.0,129.0,1051665.0,516928066.0
46,1186.08,7.0,6.42857,0.0,1.0,97.0,1042677.0,630494512.0
34,829.873,5.0,6.6,0.0,0.0,40.0,892057.0,417536298.0
134,22027.6,14.0,9.5,0.0,0.0,782.0,2382364.0,1237642801.0
64,2125.72,9.0,7.0,0.0,0.0,52.0,1329097.0,762412462.0
80,3000.83,10.0,7.9,0.0,0.0,58.0,1465665.0,886268362.0
39,1011.25,6.0,6.33333,1.0,0.0,125.0,935189.0,610095663.0
45,890.123,5.0,8.8,0.0,0.0,14.0,1348115.0,641686879.0
190,34923.3,8.0,23.625,0.0,0.0,61.0,3075458.0,1810977687.0
076,1103.36,5.0,15.0,0.0,0.0,36.0,1405247.0,1150260407.0
021,216.757,2.0,10.0,0.0,0.0,22.0,620640.0,480793764.0
67,1771.61,10.0,6.6,0.0,0.0,93.0,1292784.0,750908856.0
56,1020.08,7.0,7.85714,0.0,0.0,84.0,1172905.0,690443668.0
050,700.815,7.0,7.0,0.0,0.0,99.0,1055035.0,613050530.0
045,881.614,4.0,11.0,0.0,0.0,820.0,1071454.0,934825839.0
195,74103.4,61.0,3.18033,2.0,22.0,1833.0,4995752.0,1546900039.0
39,703.353,5.0,7.6,0.0,0.0,60.0,892593.0,614381799.0
055,744.762,7.0,7.71429,0.0,0.0,78.0,1123892.0,683138559.0
181,46230.9,23.0,7.82609,0.0,0.0,4.0,2813944.0,1329109868.0
055,1197.38,17.0,3.17647,0.0,4.0,148.0,1285113.0,609436110.0
023,531.174,8.0,2.75,0.0,3.0,7.0,676085.0,272614788.0
54,1745.72,7.0,7.57143,0.0,0.0,31.0,1163203.0,668511744.0
167,55393.4,10.0,16.6,0.0,0.0,94.0,2579667.0,1746903352.0
52,959.554,7.0,7.28571,0.0,1.0,94.0,1084870.0,672026525.0
63,2024.17,10.0,6.2,0.0,0.0,78.0,1314893.0,718156407.0
50,1521.56,8.0,6.125,0.0,1.0,65.0,1064035.0,614318387.0
050,921.393,11.0,4.45455,1.0,0.0,149.0,1152246.0,516421178.0
072,440.118,4.0,17.75,0.0,0.0,5160.0,1481741.0,1204594060.0
016,451.335,8.0,1.875,3.0,3.0,34.0,594050.0,210046416.0
53,1406.65,8.0,6.5,1.0,0.0,136.0,1197208.0,661676086.0
48,1309.3,7.0,6.71429,0.0,0.0,74.0,1043664.0,636755123.0
060,1237.87,16.0,3.6875,0.0,1.0,146.0,1690166.0,593770861.0
139,38513.8,10.0,13.8,0.0,0.0,21.0,2354338.0,1251261958.0
43,981.243,6.0,7.0,0.0,0.0,79.0,1007431.0,614226443.0
162,41581.4,11.0,14.6364,0.0,0.0,720.0,2473769.0,1379382241.0
101,1934.92,10.0,10.0,0.0,1.0,190.0,1914303.0,983668048.0
070,1330.41,11.0,6.27273,0.0,1.0,172.0,1543450.0,731695646.0
115,27132.6,11.0,10.3636,0.0,0.0,324.0,2229637.0,1409249190.0
055,919.465,11.0,4.90909,0.0,1.0,223.0,1502310.0,538877695.0
37,1079.24,6.0,6.0,0.0,0.0,30.0,888907.0,423507543.0
125,73317.2,32.0,3.875,0.0,8.0,480.0,2857609.0,1128474305.0
63,2314.47,10.0,6.2,0.0,0.0,127.0,1316786.0,632098990.0
055,847.285,7.0,7.71429,0.0,0.0,148.0,1165818.0,685841471.0
41,964.862,6.0,6.66667,0.0,0.0,33.0,940415.0,460842695.0
153,36863.7,28.0,5.42857,3.0,2.0,964.0,3285406.0,1402645565.0
135,3026.5,7.0,19.1429,0.0,0.0,850.0,2357958.0,1840642348.0
64,1301.57,10.0,6.3,0.0,0.0,122.0,1345364.0,703292639.0
66,1945.49,10.0,6.5,0.0,0.0,139.0,1407354.0,815122317.0
148,63163.1,53.0,2.77358,4.0,17.0,137.0,3842838.0,1334917781.0
157,33545.4,13.0,12.0,0.0,0.0,0.0,2356072.0,1331248360.0
78,1986.25,10.0,7.7,0.0,0.0,63.0,1543887.0,877657355.0
065,1121.85,10.0,6.4,0.0,0.0,81.0,1375882.0,602796444.0
022,588.794,9.0,2.33333,3.0,2.0,4500.0,719810.0,274987459.0
63,1925.1,10.0,6.2,0.0,0.0,68.0,1308439.0,636260950.0
69,1836.33,9.0,7.55556,0.0,0.0,55.0,1410193.0,837265121.0
45,780.557,7.0,6.28571,0.0,0.0,108.0,1030912.0,591022520.0
55,1413.4,9.0,6.0,0.0,0.0,61.0,1229055.0,612596672.0
57,1672.35,8.0,7.0,0.0,0.0,103.0,1255975.0,695892380.0
37,826.279,5.0,7.2,0.0,1.0,93.0,1043919.0,604103639.0
45,1564.62,7.0,6.28571,0.0,0.0,66.0,975904.0,478842165.0
44,1060.37,7.0,6.14286,0.0,0.0,59.0,1014644.0,521423707.0
62,1984.41,8.0,7.625,0.0,0.0,67.0,1257741.0,722652373.0
176,81124.4,29.0,6.03448,1.0,2.0,486.0,3544284.0,1516555135.0
040,601.027,5.0,7.8,0.0,0.0,82.0,931474.0,616636959.0
110,33960.0,13.0,8.38462,0.0,0.0,42.0,1892274.0,1019309613.0
31,700.875,5.0,6.0,0.0,0.0,88.0,803942.0,380766356.0
051,855.892,11.0,4.54545,0.0,1.0,103.0,1297549.0,521524588.0
36,913.088,5.0,7.0,0.0,0.0,58.0,906443.0,585470415.0
61,1479.05,10.0,6.0,0.0,2.0,115.0,1294033.0,680611415.0
50,826.375,7.0,7.0,0.0,0.0,91.0,1261463.0,658128210.0
151,2655.92,12.0,12.5,0.0,0.0,165.0,2631387.0,1411125902.0
68,2037.31,9.0,7.44444,0.0,0.0,63.0,1528220.0,831344333.0
33,848.984,6.0,5.33333,0.0,1.0,59.0,831285.0,406140949.0
65,1793.84,10.0,6.4,0.0,1.0,123.0,1843238.0,732976954.0
120,32681.3,6.0,19.8333,0.0,0.0,7.0,1983090.0,1397458642.0
143,42345.8,7.0,20.2857,0.0,0.0,855.0,2613961.0,1602038822.0
020,231.991,2.0,9.5,0.0,0.0,10.0,782596.0,478419856.0
076,1099.83,4.0,18.75,0.0,0.0,36.0,1475352.0,1188014811.0
38,885.623,6.0,6.16667,0.0,0.0,88.0,949792.0,521375501.0
45,1235.91,7.0,6.28571,1.0,0.0,107.0,1032644.0,556204381.0
